id,method,valid,title,description
72,GET,True,Implement/Test API: GET /1.0/kb/catalog/availableAddons - Retrieve available add-ons for a given product,"This API retrieves available add-on plans for a given base product and optionally a price list.

As a user of KillBill API, I should be able to retrieve available add-ons based on the following acceptance criteria.

Acceptance Criteria

HTTP Request

GET {{baseUrl}}/1.0/kb/catalog/availableAddons

Query Parameters:
- `baseProductName` (`string`): The name of the base product for which to find add-ons. Required: false.
- `priceListName` (`string`): The name of the price list to consider. Required: false.
- `accountId` (`string`, format: `uuid`): The account ID, used for tenant-specific catalog features if applicable. Required: false.

Request Body:
N/A

Other Notes:
N/A

Acceptance Scenarios:

Success Scenario:
- If successful, returns a status code of 200 (successful operation).
- The response body will be a JSON array of `PlanDetail` objects (as defined in #/definitions/PlanDetail).
- Produces: application/json.

Error Scenarios:
- Respond with HTTP status code >=400 if an error occurs (e.g., base product not found, catalog issues)."
73,GET,True,Implement/Test API: GET /1.0/kb/catalog/availableBasePlans - Retrieve available base plans,"This API retrieves all available base plans from the catalog.

As a user of KillBill API, I should be able to retrieve available base plans based on the following acceptance criteria.

Acceptance Criteria

HTTP Request

GET {{baseUrl}}/1.0/kb/catalog/availableBasePlans

Query Parameters:
- `accountId` (`string`, format: `uuid`): The account ID, used for tenant-specific catalog features if applicable. Required: false.

Request Body:
N/A

Other Notes:
N/A

Acceptance Scenarios:

Success Scenario:
- If successful, returns a status code of 200 (successful operation).
- The response body will be a JSON array of `PlanDetail` objects (as defined in #/definitions/PlanDetail).
- Produces: application/json.

Error Scenarios:
- Respond with HTTP status code >=400 if an error occurs (e.g., catalog issues)."
74,GET,True,Implement/Test API: GET /1.0/kb/catalog/plan - Retrieve plan for a given subscription and date,"This API retrieves the catalog plan details for a given subscription ID and an effective date.

As a user of KillBill API, I should be able to retrieve the plan for a subscription at a specific date based on the following acceptance criteria.

Acceptance Criteria

HTTP Request

GET {{baseUrl}}/1.0/kb/catalog/plan

Query Parameters:
- `subscriptionId` (`string`, format: `uuid`): The ID of the subscription. Required: false.
- `requestedDate` (`string`, format: `date`): The date for which to determine the effective plan. Required: false.

Request Body:
N/A

Other Notes:
If `subscriptionId` and `requestedDate` are provided, the API returns the plan that was active for that subscription on that date.
If parameters are omitted, it might return a default or error.

Acceptance Scenarios:

Success Scenario:
- If successful, returns a status code of 200 (successful operation).
- The response body will be a JSON `Plan` object (as defined in #/definitions/Plan).
- Produces: application/json.

Error Scenarios:
- Respond with HTTP status code >=400 if the subscription is not found or if parameters are invalid."
75,GET,True,Implement/Test API: GET /1.0/kb/catalog/phase - Retrieve phase for a given subscription and date,"This API retrieves the catalog phase details for a given subscription ID and an effective date.

As a user of KillBill API, I should be able to retrieve the phase for a subscription at a specific date based on the following acceptance criteria.

Acceptance Criteria

HTTP Request

GET {{baseUrl}}/1.0/kb/catalog/phase

Query Parameters:
- `subscriptionId` (`string`, format: `uuid`): The ID of the subscription. Required: false.
- `requestedDate` (`string`, format: `date`): The date for which to determine the effective phase. Required: false.

Request Body:
N/A

Other Notes:
If `subscriptionId` and `requestedDate` are provided, the API returns the phase that was active for that subscription on that date.
If parameters are omitted, it might return a default or error.

Acceptance Scenarios:

Success Scenario:
- If successful, returns a status code of 200 (successful operation).
- The response body will be a JSON `Phase` object (as defined in #/definitions/Phase).
- Produces: application/json.

Error Scenarios:
- Respond with HTTP status code >=400 if the subscription is not found or if parameters are invalid."
76,GET,True,Implement/Test API: GET /1.0/kb/catalog/product - Retrieve product for a given subscription and date,"This API retrieves the catalog product details for a given subscription ID and an effective date.

As a user of KillBill API, I should be able to retrieve the product for a subscription at a specific date based on the following acceptance criteria.

Acceptance Criteria

HTTP Request

GET {{baseUrl}}/1.0/kb/catalog/product

Query Parameters:
- `subscriptionId` (`string`, format: `uuid`): The ID of the subscription. Required: false.
- `requestedDate` (`string`, format: `date`): The date for which to determine the effective product. Required: false.

Request Body:
N/A

Other Notes:
If `subscriptionId` and `requestedDate` are provided, the API returns the product associated with the subscription's plan on that date.
If parameters are omitted, it might return a default or error.

Acceptance Scenarios:

Success Scenario:
- If successful, returns a status code of 200 (successful operation).
- The response body will be a JSON `Product` object (as defined in #/definitions/Product).
- Produces: application/json.

Error Scenarios:
- Respond with HTTP status code >=400 if the subscription is not found or if parameters are invalid."
77,GET,True,Implement/Test API: GET /1.0/kb/catalog/priceList - Retrieve priceList for a given subscription and date,"This API retrieves the catalog price list details for a given subscription ID and an effective date.

As a user of KillBill API, I should be able to retrieve the price list for a subscription at a specific date based on the following acceptance criteria.

Acceptance Criteria

HTTP Request

GET {{baseUrl}}/1.0/kb/catalog/priceList

Query Parameters:
- `subscriptionId` (`string`, format: `uuid`): The ID of the subscription. Required: false.
- `requestedDate` (`string`, format: `date`): The date for which to determine the effective price list. Required: false.

Request Body:
N/A

Other Notes:
If `subscriptionId` and `requestedDate` are provided, the API returns the price list associated with the subscription's plan on that date.
If parameters are omitted, it might return a default or error.

Acceptance Scenarios:

Success Scenario:
- If successful, returns a status code of 200 (successful operation).
- The response body will be a JSON `PriceList` object (as defined in #/definitions/PriceList).
- Produces: application/json.

Error Scenarios:
- Respond with HTTP status code >=400 if the subscription is not found or if parameters are invalid."
78,POST,True,Implement/Test API: POST /1.0/kb/catalog/simplePlan - Add a simple plan entry in the current version of the catalog,"This API adds a new simple plan to the current version of the catalog.

As a user of KillBill API, I should be able to add a simple plan to the catalog based on the following acceptance criteria.

Acceptance Criteria

HTTP Request

POST {{baseUrl}}/1.0/kb/catalog/simplePlan

Header Parameters:
- `X-Killbill-CreatedBy` (`string`): The user adding the simple plan. Required: true.
- `X-Killbill-Reason` (`string`): The reason for adding the plan. Required: false.
- `X-Killbill-Comment` (`string`): Additional comments. Required: false.

Request Body:
- Consumes: application/json
- Required: true
- Schema: A `SimplePlan` object (as defined in #/definitions/SimplePlan) specifying the details of the new plan (e.g., `planId`, `productName`, `productCategory`, `currency`, `amount`, `billingPeriod`).

Other Notes:
This modifies the live catalog. Use with caution.

Acceptance Scenarios:

Success Scenario:
- If successful, returns a status code of 201 (Created new plan successfully).
- The response body will be a string, typically confirming the creation or providing a URI.
- Produces: application/json (Implicit, as response body is defined, though Swagger schema is `string`).

Error Scenarios:
- Respond with HTTP status code 400 if the plan data is invalid or conflicts with existing catalog definitions."
79,GET,True,Implement/Test API: GET /1.0/kb/credits/{creditId} - Retrieve a credit by id,"This API retrieves a specific credit by its ID.

As a user of KillBill API, I should be able to retrieve a credit by its ID based on the following acceptance criteria.

Acceptance Criteria

HTTP Request

GET {{baseUrl}}/1.0/kb/credits/{creditId}

Path Parameters:
- `creditId` (`string`, format: `uuid`, pattern: `\w+-\w+-\w+-\w+-\w+`): The ID of the credit (which is an invoice item). Required: true.

Request Body:
N/A

Other Notes:
Credits are represented as `InvoiceItem` objects of type `CREDIT_ADJ` or `CBA_ADJ`.

Acceptance Scenarios:

Success Scenario:
- If successful, returns a status code of 200 (successful operation).
- The response body will be a JSON `InvoiceItem` object (as defined in #/definitions/InvoiceItem) representing the credit.
- Produces: application/json.

Error Scenarios:
- Respond with HTTP status code 400 if an invalid credit ID is supplied.
- Respond with HTTP status code 404 if the credit is not found."
80,POST,True,Implement/Test API: POST /1.0/kb/credits - Create a credit,"This API creates one or more credits for an account.

As a user of KillBill API, I should be able to create credits based on the following acceptance criteria.

Acceptance Criteria

HTTP Request

POST {{baseUrl}}/1.0/kb/credits

Query Parameters:
- `autoCommit` (`boolean`, default: `false`): If true, commits the invoice generated for the credit automatically. Required: false.
- `pluginProperty` (`array` of `string`, collectionFormat: `multi`): Additional plugin properties. Required: false.

Header Parameters:
- `X-Killbill-CreatedBy` (`string`): The user creating the credit(s). Required: true.
- `X-Killbill-Reason` (`string`): The reason for creating the credit(s). Required: false.
- `X-Killbill-Comment` (`string`): Additional comments. Required: false.

Request Body:
- Consumes: application/json
- Required: true
- Schema: A JSON array of `InvoiceItem` objects (as defined in #/definitions/InvoiceItem). Each `InvoiceItem` should represent a credit and must include at least `accountId`, `amount` (as a negative value or will be treated as such for credit types), `currency`, and often `invoiceId` if adjusting a specific invoice, or it will generate a new credit invoice/CBA.
  Typically, `itemType` would be `CREDIT_ADJ` or `CBA_ADJ`.

Other Notes:
- Credits are applied to an account. If `invoiceId` is specified in an item, it attempts to credit that invoice. Otherwise, it typically creates CBA.

Acceptance Scenarios:

Success Scenario:
- If successful, returns a status code of 201 (Created credit successfully).
- The response body will be a JSON array of `InvoiceItem` objects (as defined in #/definitions/InvoiceItem) representing the created credits.
- The `Location` header may point to the created resources.
- Produces: application/json.

Error Scenarios:
- Respond with HTTP status code 400 if an invalid account ID is supplied or if the request body is malformed.
- Respond with HTTP status code 404 if the specified account (or invoice, if `invoiceId` is provided in items) is not found."
81,GET,True,Implement/Test API: GET /1.0/kb/customFields/pagination - List custom fields,"This API lists custom fields across all objects with pagination support.

As a user of KillBill API, I should be able to list custom fields based on the following acceptance criteria.

Acceptance Criteria

HTTP Request

GET {{baseUrl}}/1.0/kb/customFields/pagination

Query Parameters:
- `offset` (`integer`, format: `int64`, default: `0`): The offset for pagination. Required: false.
- `limit` (`integer`, format: `int64`, default: `100`): The limit for pagination. Required: false.
- `audit` (`string`, default: `NONE`, enum: `[FULL, MINIMAL, NONE]`): Level of audit information to retrieve for each custom field. Required: false.

Request Body:
N/A

Other Notes:
N/A

Acceptance Scenarios:

Success Scenario:
- If successful, returns a status code of 200 (successful operation).
- The response body will be a JSON array of `CustomField` objects (as defined in #/definitions/CustomField).
- Produces: application/json.

Error Scenarios:
- Respond with HTTP status code >=400 depending on the error encountered (e.g., invalid pagination parameters)."
82,GET,True,Implement/Test API: GET /1.0/kb/customFields/{customFieldId}/auditLogsWithHistory - Retrieve custom field audit logs with history by id,"This API retrieves audit logs with history for a specific custom field by its ID.

As a user of KillBill API, I should be able to retrieve audit logs for a custom field based on the following acceptance criteria.

Acceptance Criteria

HTTP Request

GET {{baseUrl}}/1.0/kb/customFields/{customFieldId}/auditLogsWithHistory

Path Parameters:
- `customFieldId` (`string`, format: `uuid`, pattern: `\w+-\w+-\w+-\w+-\w+`): The ID of the custom field. Required: true.

Request Body:
N/A

Other Notes:
N/A

Acceptance Scenarios:

Success Scenario:
- If successful, returns a status code of 200 (successful operation).
- The response body will be a JSON array of `AuditLog` objects (as defined in #/definitions/AuditLog).
- Produces: application/json.

Error Scenarios:
- Respond with HTTP status code 404 if the custom field (or its associated Account) is not found."
83,GET,True,"Implement/Test API: GET /1.0/kb/customFields/search - Search custom fields by type, name and optional value","This API searches for custom fields based on object type, field name, and optionally field value, with pagination.

As a user of KillBill API, I should be able to search for custom fields based on the following acceptance criteria.

Acceptance Criteria

HTTP Request

GET {{baseUrl}}/1.0/kb/customFields/search

Query Parameters:
- `objectType` (`string`): The type of object the custom field is attached to (e.g., ACCOUNT, INVOICE). Required: false.
- `fieldName` (`string`): The name of the custom field. Required: false.
- `fieldValue` (`string`): The value of the custom field. Required: false.
- `offset` (`integer`, format: `int64`, default: `0`): The offset for pagination. Required: false.
- `limit` (`integer`, format: `int64`, default: `100`): The limit for pagination. Required: false.
- `audit` (`string`, default: `NONE`, enum: `[FULL, MINIMAL, NONE]`): Level of audit information to retrieve. Required: false.

Request Body:
N/A

Other Notes:
N/A

Acceptance Scenarios:

Success Scenario:
- If successful, returns a status code of 200 (successful operation).
- The response body will be a JSON array of `CustomField` objects (as defined in #/definitions/CustomField) matching the search criteria.
- Produces: application/json.

Error Scenarios:
- Respond with HTTP status code >=400 depending on the error encountered (e.g., invalid search parameters)."
84,GET,True,Implement/Test API: GET /1.0/kb/customFields/search/{searchKey} - Search custom fields,"This API searches for custom fields using a general search key, with pagination.

As a user of KillBill API, I should be able to search for custom fields using a search key based on the following acceptance criteria.

Acceptance Criteria

HTTP Request

GET {{baseUrl}}/1.0/kb/customFields/search/{searchKey}

Path Parameters:
- `searchKey` (`string`, pattern: `.*`): The general search key. Required: true.

Query Parameters:
- `offset` (`integer`, format: `int64`, default: `0`): The offset for pagination. Required: false.
- `limit` (`integer`, format: `int64`, default: `100`): The limit for pagination. Required: false.
- `audit` (`string`, default: `NONE`, enum: `[FULL, MINIMAL, NONE]`): Level of audit information to retrieve. Required: false.

Request Body:
N/A

Other Notes:
N/A

Acceptance Scenarios:

Success Scenario:
- If successful, returns a status code of 200 (successful operation).
- The response body will be a JSON array of `CustomField` objects (as defined in #/definitions/CustomField) matching the search key.
- Produces: application/json.

Error Scenarios:
- Respond with HTTP status code >=400 depending on the error encountered (e.g., invalid search key or pagination parameters)."
85,GET,True,Implement/Test API: GET /1.0/kb/export/{accountId} - Export account data,"This API exports data for a specific account.

As a user of KillBill API, I should be able to export account data based on the following acceptance criteria.

Acceptance Criteria

HTTP Request

GET {{baseUrl}}/1.0/kb/export/{accountId}

Path Parameters:
- `accountId` (`string`, format: `uuid`, pattern: `\w+-\w+-\w+-\w+-\w+`): The ID of the account to export. Required: true.

Header Parameters:
- `X-Killbill-CreatedBy` (`string`): The user performing the export. Required: true.
- `X-Killbill-Reason` (`string`): The reason for the export. Required: false.
- `X-Killbill-Comment` (`string`): Additional comments. Required: false.

Request Body:
N/A

Other Notes:
The format of the exported data is an octet-stream, typically a compressed archive or structured file.

Acceptance Scenarios:

Success Scenario:
- If successful, returns a status code of 200 (Success).
- The response body will be an octet-stream containing the exported account data.
- Produces: application/octet-stream.

Error Scenarios:
- Respond with HTTP status code 400 if an invalid account ID is supplied.
- Respond with HTTP status code 404 if the account is not found."
86,GET,True,Implement/Test API: GET /1.0/kb/invoiceItems/{invoiceItemId}/tags - Retrieve invoice item tags,"This API retrieves tags for a specific invoice item.

As a user of KillBill API, I should be able to retrieve tags for an invoice item based on the following acceptance criteria.

Acceptance Criteria

HTTP Request

GET {{baseUrl}}/1.0/kb/invoiceItems/{invoiceItemId}/tags

Path Parameters:
- `invoiceItemId` (`string`, format: `uuid`, pattern: `\w+-\w+-\w+-\w+-\w+`): The ID of the invoice item. Required: true.

Query Parameters:
- `accountId` (`string`, format: `uuid`): The ID of the account to which the invoice item belongs. Required: true.
- `includedDeleted` (`boolean`, default: `false`): If true, includes deleted tags. Required: false.
- `audit` (`string`, default: `NONE`, enum: `[FULL, MINIMAL, NONE]`): Level of audit information to retrieve. Required: false.

Request Body:
N/A

Other Notes:
N/A

Acceptance Scenarios:

Success Scenario:
- If successful, returns a status code of 200 (successful operation).
- The response body will be a JSON array of `Tag` objects (as defined in #/definitions/Tag).
- Produces: application/json.

Error Scenarios:
- Respond with HTTP status code 400 if an invalid invoice item ID or account ID is supplied.
- Respond with HTTP status code 404 if the invoice item or account is not found."
87,POST,True,Implement/Test API: POST /1.0/kb/invoiceItems/{invoiceItemId}/tags - Add tags to invoice item,"This API adds tags to a specific invoice item.

As a user of KillBill API, I should be able to add tags to an invoice item based on the following acceptance criteria.

Acceptance Criteria

HTTP Request

POST {{baseUrl}}/1.0/kb/invoiceItems/{invoiceItemId}/tags

Path Parameters:
- `invoiceItemId` (`string`, format: `uuid`, pattern: `\w+-\w+-\w+-\w+-\w+`): The ID of the invoice item. Required: true.

Header Parameters:
- `X-Killbill-CreatedBy` (`string`): The user creating the tags. Required: true.
- `X-Killbill-Reason` (`string`): The reason for creating the tags. Required: false.
- `X-Killbill-Comment` (`string`): Additional comments. Required: false.

Request Body:
- Consumes: application/json
- Required: true
- Schema: A JSON array of strings, where each string is a UUID representing a tag definition ID.
  Example:
  ```json
  [
    ""tag-definition-uuid-1"",
    ""tag-definition-uuid-2""
  ]
  ```

Other Notes:
N/A

Acceptance Scenarios:

Success Scenario:
- If successful, returns a status code of 201 (Tag created successfully).
- The response body will be a JSON array of `Tag` objects (as defined in #/definitions/Tag) representing the created tags.
- Produces: application/json.

Error Scenarios:
- Respond with HTTP status code 400 if an invalid invoice item ID is supplied or the request body is malformed.
- Respond with HTTP status code 404 if the invoice item is not found."
88,DELETE,True,Implement/Test API: DELETE /1.0/kb/invoiceItems/{invoiceItemId}/tags - Remove tags from invoice item,"This API removes tags from a specific invoice item.

As a user of KillBill API, I should be able to remove tags from an invoice item based on the following acceptance criteria.

Acceptance Criteria

HTTP Request

DELETE {{baseUrl}}/1.0/kb/invoiceItems/{invoiceItemId}/tags

Path Parameters:
- `invoiceItemId` (`string`, format: `uuid`, pattern: `\w+-\w+-\w+-\w+-\w+`): The ID of the invoice item. Required: true.

Query Parameters:
- `tagDef` (`array` of `string` with format `uuid`, collectionFormat: `multi`): List of tag definition IDs to remove. Required: false.

Header Parameters:
- `X-Killbill-CreatedBy` (`string`): The user deleting the tags. Required: true.
- `X-Killbill-Reason` (`string`): The reason for deleting the tags. Required: false.
- `X-Killbill-Comment` (`string`): Additional comments. Required: false.

Request Body:
N/A

Other Notes:
N/A

Acceptance Scenarios:

Success Scenario:
- If successful, returns a status code of 204 (Successful operation).
- Produces: application/json.

Error Scenarios:
- Respond with HTTP status code 400 if an invalid invoice item ID is supplied.
- Respond with HTTP status code 404 if the invoice item is not found."
89,GET,True,Implement/Test API: GET /1.0/kb/invoiceItems/{invoiceItemId}/customFields - Retrieve invoice item custom fields,"This API retrieves custom fields for a specific invoice item.

As a user of KillBill API, I should be able to retrieve custom fields for an invoice item based on the following acceptance criteria.

Acceptance Criteria

HTTP Request

GET {{baseUrl}}/1.0/kb/invoiceItems/{invoiceItemId}/customFields

Path Parameters:
- `invoiceItemId` (`string`, format: `uuid`, pattern: `\w+-\w+-\w+-\w+-\w+`): The ID of the invoice item. Required: true.

Query Parameters:
- `audit` (`string`, default: `NONE`, enum: `[FULL, MINIMAL, NONE]`): Level of audit information to retrieve. Required: false.

Request Body:
N/A

Other Notes:
N/A

Acceptance Scenarios:

Success Scenario:
- If successful, returns a status code of 200 (successful operation).
- The response body will be a JSON array of `CustomField` objects (as defined in #/definitions/CustomField).
- Produces: application/json.

Error Scenarios:
- Respond with HTTP status code 400 if an invalid invoice item ID is supplied.
- Respond with HTTP status code 404 if the invoice item is not found."
90,POST,True,Implement/Test API: POST /1.0/kb/invoiceItems/{invoiceItemId}/customFields - Add custom fields to invoice item,"This API adds custom fields to a specific invoice item.

As a user of KillBill API, I should be able to add custom fields to an invoice item based on the following acceptance criteria.

Acceptance Criteria

HTTP Request

POST {{baseUrl}}/1.0/kb/invoiceItems/{invoiceItemId}/customFields

Path Parameters:
- `invoiceItemId` (`string`, format: `uuid`, pattern: `\w+-\w+-\w+-\w+-\w+`): The ID of the invoice item. Required: true.

Header Parameters:
- `X-Killbill-CreatedBy` (`string`): The user creating the custom fields. Required: true.
- `X-Killbill-Reason` (`string`): The reason for creating the custom fields. Required: false.
- `X-Killbill-Comment` (`string`): Additional comments. Required: false.

Request Body:
- Consumes: application/json
- Required: true
- Schema: A JSON array of `CustomField` objects (as defined in #/definitions/CustomField).

Other Notes:
N/A

Acceptance Scenarios:

Success Scenario:
- If successful, returns a status code of 201 (Custom field created successfully).
- The response body will be a JSON array of `CustomField` objects (as defined in #/definitions/CustomField) representing the created custom fields.
- Produces: application/json.

Error Scenarios:
- Respond with HTTP status code 400 if an invalid invoice item ID is supplied or the request body is malformed.
- Respond with HTTP status code 404 if the invoice item is not found."
91,PUT,True,Implement/Test API: PUT /1.0/kb/invoiceItems/{invoiceItemId}/customFields - Modify custom fields to invoice item,"This API modifies custom fields for a specific invoice item.

As a user of KillBill API, I should be able to modify custom fields for an invoice item based on the following acceptance criteria.

Acceptance Criteria

HTTP Request

PUT {{baseUrl}}/1.0/kb/invoiceItems/{invoiceItemId}/customFields

Path Parameters:
- `invoiceItemId` (`string`, format: `uuid`, pattern: `\w+-\w+-\w+-\w+-\w+`): The ID of the invoice item. Required: true.

Header Parameters:
- `X-Killbill-CreatedBy` (`string`): The user modifying the custom fields. Required: true.
- `X-Killbill-Reason` (`string`): The reason for modifying the custom fields. Required: false.
- `X-Killbill-Comment` (`string`): Additional comments. Required: false.

Request Body:
- Consumes: application/json
- Required: true
- Schema: A JSON array of `CustomField` objects (as defined in #/definitions/CustomField) to be modified.

Other Notes:
N/A

Acceptance Scenarios:

Success Scenario:
- If successful, returns a status code of 204 (Successful operation).
- Produces: application/json.

Error Scenarios:
- Respond with HTTP status code 400 if an invalid invoice item ID is supplied or the request body is malformed.
- Respond with HTTP status code 404 if the invoice item is not found."
92,DELETE,True,Implement/Test API: DELETE /1.0/kb/invoiceItems/{invoiceItemId}/customFields - Remove custom fields from invoice item,"This API removes custom fields from a specific invoice item.

As a user of KillBill API, I should be able to remove custom fields from an invoice item based on the following acceptance criteria.

Acceptance Criteria

HTTP Request

DELETE {{baseUrl}}/1.0/kb/invoiceItems/{invoiceItemId}/customFields

Path Parameters:
- `invoiceItemId` (`string`, format: `uuid`, pattern: `\w+-\w+-\w+-\w+-\w+`): The ID of the invoice item. Required: true.

Query Parameters:
- `customField` (`array` of `string` with format `uuid`, collectionFormat: `multi`): List of custom field IDs to remove. Required: false. If not specified, all custom fields for the invoice item will be removed.

Header Parameters:
- `X-Killbill-CreatedBy` (`string`): The user deleting the custom fields. Required: true.
- `X-Killbill-Reason` (`string`): The reason for deleting the custom fields. Required: false.
- `X-Killbill-Comment` (`string`): Additional comments. Required: false.

Request Body:
N/A

Other Notes:
N/A

Acceptance Scenarios:

Success Scenario:
- If successful, returns a status code of 204 (Successful operation).
- Produces: application/json.

Error Scenarios:
- Respond with HTTP status code 400 if an invalid invoice item ID is supplied.
- Respond with HTTP status code 404 if the invoice item is not found."
93,GET,True,Implement/Test API: GET /1.0/kb/invoiceItems/{invoiceItemId}/auditLogsWithHistory - Retrieve invoice item audit logs with history by id,"This API retrieves audit logs with history for a specific invoice item by its ID.

As a user of KillBill API, I should be able to retrieve audit logs for an invoice item based on the following acceptance criteria.

Acceptance Criteria

HTTP Request

GET {{baseUrl}}/1.0/kb/invoiceItems/{invoiceItemId}/auditLogsWithHistory

Path Parameters:
- `invoiceItemId` (`string`, format: `uuid`, pattern: `\w+-\w+-\w+-\w+-\w+`): The ID of the invoice item. Required: true.

Request Body:
N/A

Other Notes:
N/A

Acceptance Scenarios:

Success Scenario:
- If successful, returns a status code of 200 (successful operation).
- The response body will be a JSON array of `AuditLog` objects (as defined in #/definitions/AuditLog).
- Produces: application/json.

Error Scenarios:
- Respond with HTTP status code 404 if the invoice item is not found."
94,GET,True,Implement/Test API: GET /1.0/kb/invoicePayments/{paymentId}/tags - Retrieve payment tags,"This API retrieves tags for a specific invoice payment.

As a user of KillBill API, I should be able to retrieve tags for an invoice payment based on the following acceptance criteria.

Acceptance Criteria

HTTP Request

GET {{baseUrl}}/1.0/kb/invoicePayments/{paymentId}/tags

Path Parameters:
- `paymentId` (`string`, format: `uuid`, pattern: `\w+-\w+-\w+-\w+-\w+`): The ID of the invoice payment. Required: true.

Query Parameters:
- `includedDeleted` (`boolean`, default: `false`): If true, includes deleted tags. Required: false.
- `pluginProperty` (`array` of `string`, collectionFormat: `multi`): Additional plugin properties. Required: false.
- `audit` (`string`, default: `NONE`, enum: `[FULL, MINIMAL, NONE]`): Level of audit information to retrieve. Required: false.

Request Body:
N/A

Other Notes:
N/A

Acceptance Scenarios:

Success Scenario:
- If successful, returns a status code of 200 (successful operation).
- The response body will be a JSON array of `Tag` objects (as defined in #/definitions/Tag).
- Produces: application/json.

Error Scenarios:
- Respond with HTTP status code 400 if an invalid payment ID is supplied.
- Respond with HTTP status code 404 if the payment is not found."
95,POST,True,Implement/Test API: POST /1.0/kb/invoicePayments/{paymentId}/tags - Add tags to payment,"This API adds tags to a specific invoice payment.

As a user of KillBill API, I should be able to add tags to an invoice payment based on the following acceptance criteria.

Acceptance Criteria

HTTP Request

POST {{baseUrl}}/1.0/kb/invoicePayments/{paymentId}/tags

Path Parameters:
- `paymentId` (`string`, format: `uuid`, pattern: `\w+-\w+-\w+-\w+-\w+`): The ID of the invoice payment. Required: true.

Header Parameters:
- `X-Killbill-CreatedBy` (`string`): The user creating the tags. Required: true.
- `X-Killbill-Reason` (`string`): The reason for creating the tags. Required: false.
- `X-Killbill-Comment` (`string`): Additional comments. Required: false.

Request Body:
- Consumes: application/json
- Required: true
- Schema: A JSON array of strings, where each string is a UUID representing a tag definition ID.
  Example:
  ```json
  [
    ""tag-definition-uuid-1"",
    ""tag-definition-uuid-2""
  ]
  ```

Other Notes:
N/A

Acceptance Scenarios:

Success Scenario:
- If successful, returns a status code of 201 (Tag created successfully).
- The response body will be a JSON array of `Tag` objects (as defined in #/definitions/Tag) representing the created tags.
- Produces: application/json.

Error Scenarios:
- Respond with HTTP status code 400 if an invalid payment ID is supplied or the request body is malformed.
- Respond with HTTP status code 404 if the payment is not found."
96,DELETE,True,Implement/Test API: DELETE /1.0/kb/invoicePayments/{paymentId}/tags - Remove tags from payment,"This API removes tags from a specific invoice payment.

As a user of KillBill API, I should be able to remove tags from an invoice payment based on the following acceptance criteria.

Acceptance Criteria

HTTP Request

DELETE {{baseUrl}}/1.0/kb/invoicePayments/{paymentId}/tags

Path Parameters:
- `paymentId` (`string`, format: `uuid`, pattern: `\w+-\w+-\w+-\w+-\w+`): The ID of the invoice payment. Required: true.

Query Parameters:
- `tagDef` (`array` of `string` with format `uuid`, collectionFormat: `multi`): List of tag definition IDs to remove. Required: false.

Header Parameters:
- `X-Killbill-CreatedBy` (`string`): The user deleting the tags. Required: true.
- `X-Killbill-Reason` (`string`): The reason for deleting the tags. Required: false.
- `X-Killbill-Comment` (`string`): Additional comments. Required: false.

Request Body:
N/A

Other Notes:
N/A

Acceptance Scenarios:

Success Scenario:
- If successful, returns a status code of 204 (Successful operation).
- Produces: application/json.

Error Scenarios:
- Respond with HTTP status code 400 if an invalid payment ID is supplied.
- Respond with HTTP status code 404 if the payment is not found."
97,GET,True,Implement/Test API: GET /1.0/kb/invoicePayments/{paymentId}/customFields - Retrieve payment custom fields,"This API retrieves custom fields for a specific invoice payment.

As a user of KillBill API, I should be able to retrieve custom fields for an invoice payment based on the following acceptance criteria.

Acceptance Criteria

HTTP Request

GET {{baseUrl}}/1.0/kb/invoicePayments/{paymentId}/customFields

Path Parameters:
- `paymentId` (`string`, format: `uuid`, pattern: `\w+-\w+-\w+-\w+-\w+`): The ID of the invoice payment. Required: true.

Query Parameters:
- `audit` (`string`, default: `NONE`, enum: `[FULL, MINIMAL, NONE]`): Level of audit information to retrieve. Required: false.

Request Body:
N/A

Other Notes:
N/A

Acceptance Scenarios:

Success Scenario:
- If successful, returns a status code of 200 (successful operation).
- The response body will be a JSON array of `CustomField` objects (as defined in #/definitions/CustomField).
- Produces: application/json.

Error Scenarios:
- Respond with HTTP status code 400 if an invalid payment ID is supplied.
- Respond with HTTP status code 404 if the payment is not found."
